Entity,Code,Year,biomass_mean_region
US Southeast Coast,,1997,0.9240959336451771
US Southeast Coast,,1998,0.854955013027015
US Southeast Coast,,1999,0.9487225715804429
US Southeast Coast,,2000,0.9996686591060642
US Southeast Coast,,2001,1.01540026600772
US Southeast Coast,,2002,0.9821616271519721
US Southeast Coast,,2003,1.0010092212794202
US Southeast Coast,,2004,1.0290168859422
US Southeast Coast,,2005,1.1269132197891298
US Southeast Coast,,2006,1.05394773503835
US Southeast Coast,,2007,1.08629441624365
US Southeast Coast,,2008,1.1167512690355301
US Southeast Coast,,2009,1.04180602006689
US Southeast Coast,,2010,1.03557601307752
US Southeast Coast,,2011,1.05795159843168
US Southeast Coast,,2012,1.03515625
US Southeast Coast,,2013,1.13323850165955
US Southeast Coast,,2014,1.3669225560208798
US Southeast Coast,,2015,1.62456686538248
US Southeast Coast,,2016,1.4952602181215302
US Southeast Coast,,2017,2.01340247422879
US West Coast,,1970,2.12900945619577
US West Coast,,1971,2.14387751106119
US West Coast,,1972,2.1429051122171
US West Coast,,1973,2.04572803850782
US West Coast,,1974,2.08634062092553
US West Coast,,1975,2.06895444908448
US West Coast,,1976,2.10372679276657
US West Coast,,1977,2.06796116504854
US West Coast,,1978,1.9166666666666698
US West Coast,,1979,1.95286407766991
US West Coast,,1980,1.76
US West Coast,,1981,1.82742405621218
US West Coast,,1982,1.7935136139763999
US West Coast,,1983,1.5859640675313702
US West Coast,,1984,1.62686567164179
US West Coast,,1985,1.57693580908243
US West Coast,,1986,1.4029850746268702
US West Coast,,1987,1.3955223880596999
US West Coast,,1988,1.4143426294820702
US West Coast,,1989,1.41938311622123
US West Coast,,1990,1.3665048543689298
US West Coast,,1991,1.34845234446828
US West Coast,,1992,1.19343434328366
US West Coast,,1993,1.05938109841093
US West Coast,,1994,1.0344002074891099
US West Coast,,1995,1.1414695879249699
US West Coast,,1996,1.1229382400035302
US West Coast,,1997,1.1584375305766201
US West Coast,,1998,1.29969136939918
US West Coast,,1999,1.31971530322087
US West Coast,,2000,1.23819482481037
US West Coast,,2001,1.2903853520975301
US West Coast,,2002,1.4174365764844001
US West Coast,,2003,1.40840831803545
US West Coast,,2004,1.31560283687943
US West Coast,,2005,1.4822695035461
US West Coast,,2006,1.4774645240879198
US West Coast,,2007,1.46066000184576
US West Coast,,2008,1.48784803726843
US West Coast,,2009,1.5215631633222197
US West Coast,,2010,1.3512293478588
US West Coast,,2011,1.30519479113397
US West Coast,,2012,1.43521874123467
US West Coast,,2013,1.46986850789461
US West Coast,,2014,1.364971298892
US West Coast,,2015,1.38833266586571
US West Coast,,2016,1.6985377389001701
West Africa,,1995,1.48477779241709
West Africa,,1996,1.81875597877555
West Africa,,1997,1.24506586465425
West Africa,,1998,0.8898391984524681
West Africa,,1999,0.762319840621573
West Africa,,2000,0.9740928946430351
West Africa,,2001,1.28296045747605
West Africa,,2002,1.6316505297063797
West Africa,,2003,1.76704779136598
West Africa,,2004,1.49764504145271
West Africa,,2005,1.31952686691682
West Africa,,2006,0.445414669188914
West Africa,,2007,1.0550870257958298
West Africa,,2008,1.28454584640653
West Africa,,2009,1.31529575917502
West Africa,,2010,0.7901779131492092
